Company Name,Industry,Country,GenAI Tool,Adoption Year,Number of Employees Impacted,New Roles Created,Training Hours Provided,Productivity Change (%),Employee Sentiment
"Fitzgerald, Lewis and Robinson Pvt. Ltd.",Healthcare,France,Mixtral,2022,18516,30,3100,7.9,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
"Cole, Watson and Adams Pvt. Ltd.",Telecom,USA,Claude,2023,18070,27,1962,31.3,"Productivity increased, but there's anxiety about job security. Clients now expect faster results due to AI use."
"Harrison, White and Blake Pvt. Ltd.",Retail,France,LLaMA,2022,9449,20,13483,30.6,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Davenport-Rose Pvt. Ltd.,Advertising,Germany,ChatGPT,2022,11664,12,12218,21.5,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
"Keith, Peterson and Johnson Pvt. Ltd.",Entertainment,France,ChatGPT,2022,14710,14,22300,34.7,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
"Craig, Brown and Anderson Pvt. Ltd.",Retail,Canada,Claude,2023,17332,19,19287,25.6,"Our workflows have improved drastically with generative AI. Overall, it's a big shift."
"Maldonado, Willis and Fletcher Pvt. Ltd.",Retail,Japan,LLaMA,2022,15266,27,7585,13.1,New roles are exciting; transition was smoother than expected. Job rotations have increased.
"Sandoval, Harris and Romero Pvt. Ltd.",Advertising,South Africa,ChatGPT,2024,13806,9,899,10.2,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
"Hill, Pineda and Wood Pvt. Ltd.",Retail,India,LLaMA,2023,1984,3,14680,11.5,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
"Wilson, Armstrong and Valencia Pvt. Ltd.",Telecom,Singapore,ChatGPT,2022,14228,1,8775,8.6,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
Singleton-Rodriguez Pvt. Ltd.,Advertising,South Africa,Gemini,2023,3501,27,9710,35.0,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
King-Pratt Pvt. Ltd.,Utilities,Germany,LLaMA,2022,7694,23,11065,32.2,There's concern that AI will replace some of us soon. Clients now expect faster results due to AI use.
"Cervantes, Moore and Price Pvt. Ltd.",Legal Services,Switzerland,Claude,2024,8572,25,11119,22.7,I love using AI—it makes my job easier and more fun. It changed how we communicate internally.
Ellison-Miller Pvt. Ltd.,Education,Singapore,ChatGPT,2024,6093,17,5846,10.3,Our workflows have improved drastically with generative AI. Internal newsletters now highlight AI use cases.
"Macias, Murphy and Torres Pvt. Ltd.",Hospitality,Japan,Mixtral,2024,17227,13,3547,34.0,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
Silva PLC Pvt. Ltd.,Healthcare,Switzerland,Groq,2023,17198,14,13770,26.5,"Productivity increased, but there's anxiety about job security. Overall, it's a big shift."
"Moss, Mueller and Reese Pvt. Ltd.",Legal Services,South Africa,Mixtral,2023,1829,11,15951,15.8,Collaboration improved; documentation and meetings are more efficient. Clients now expect faster results due to AI use.
Taylor-Parker Pvt. Ltd.,Utilities,Brazil,ChatGPT,2024,2630,3,10998,22.6,There's concern that AI will replace some of us soon. It changed how we communicate internally.
"Moore, Hernandez and Reyes Pvt. Ltd.",Utilities,France,Claude,2022,13317,19,15143,2.3,Our workflows have improved drastically with generative AI. It changed how we communicate internally.
Williams-Meyer Pvt. Ltd.,Finance,UK,Claude,2022,10731,26,6783,32.0,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
"Moore, Johnson and Hayden Pvt. Ltd.",Technology,UAE,LLaMA,2023,9407,27,15254,11.0,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
"Phillips, Moreno and Baxter Pvt. Ltd.",Advertising,Japan,Gemini,2022,3789,2,10901,9.9,Collaboration improved; documentation and meetings are more efficient. Clients now expect faster results due to AI use.
"Shepard, Keith and Barrett Pvt. Ltd.",Technology,Brazil,LLaMA,2024,19964,1,15876,27.8,"Productivity increased, but there's anxiety about job security. Overall, it's a big shift."
Whitehead-Baxter Pvt. Ltd.,Finance,Singapore,Claude,2023,19899,4,11871,22.5,"AI helped me reduce repetitive tasks, but learning curve was steep. Clients now expect faster results due to AI use."
"Galloway, Lyons and Hanson Pvt. Ltd.",Education,Brazil,LLaMA,2024,14293,24,4063,5.1,"Productivity increased, but there's anxiety about job security. Job rotations have increased."
"Garcia, Cabrera and Jordan Pvt. Ltd.",Legal Services,USA,Claude,2023,7469,7,14536,13.4,"Job roles have shifted a lot, which is both good and scary. Internal newsletters now highlight AI use cases."
"Mccoy, Scott and Smith Pvt. Ltd.",Retail,South Korea,Claude,2024,10131,8,9701,20.5,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
"Stout, Brooks and Huang Pvt. Ltd.",Finance,Singapore,ChatGPT,2023,10531,8,4439,16.1,"We now finish tasks faster, but some older employees are struggling. It changed how we communicate internally."
Mcgee-Frazier Pvt. Ltd.,Defense,France,Gemini,2024,13652,12,18984,14.5,Our workflows have improved drastically with generative AI. HR hosted webinars weekly.
Kim-Francis Pvt. Ltd.,Utilities,UAE,Claude,2024,11548,17,10498,31.3,New roles are exciting; transition was smoother than expected. Job rotations have increased.
"Frey, Powell and Mack Pvt. Ltd.",Legal Services,Brazil,ChatGPT,2023,3281,12,830,13.0,Our workflows have improved drastically with generative AI. Internal newsletters now highlight AI use cases.
Sanchez-Vaughan Pvt. Ltd.,Finance,Switzerland,Claude,2023,8828,19,24377,13.7,"AI helped me reduce repetitive tasks, but learning curve was steep. Clients now expect faster results due to AI use."
Adams-Green Pvt. Ltd.,Education,UAE,LLaMA,2022,11405,2,1227,25.4,"We now finish tasks faster, but some older employees are struggling. Monthly town halls discuss the AI rollout."
Murray-Banks Pvt. Ltd.,Retail,India,Claude,2023,14492,29,24945,14.8,Collaboration improved; documentation and meetings are more efficient. My team adapted faster than others.
Clark-Gordon Pvt. Ltd.,Manufacturing,Brazil,Mixtral,2023,13501,10,12042,10.1,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
Morales-Gonzalez Pvt. Ltd.,Utilities,South Africa,Groq,2024,3788,8,13117,12.8,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
Moreno-Armstrong Pvt. Ltd.,Legal Services,Australia,ChatGPT,2022,2884,22,2204,3.7,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
"Moore, Aguilar and Murray Pvt. Ltd.",Healthcare,UAE,LLaMA,2022,17029,22,8887,16.3,"Job roles have shifted a lot, which is both good and scary. Monthly town halls discuss the AI rollout."
"Mason, Chavez and Flores Pvt. Ltd.",Technology,Brazil,ChatGPT,2023,14683,8,19008,12.5,New roles are exciting; transition was smoother than expected. It changed how we communicate internally.
Rosales-Fisher Pvt. Ltd.,Retail,UK,Mixtral,2023,10053,14,3964,12.2,There's concern that AI will replace some of us soon. Job rotations have increased.
Sweeney-Clayton Pvt. Ltd.,Utilities,France,Groq,2022,19358,2,13377,30.9,Our workflows have improved drastically with generative AI. Clients now expect faster results due to AI use.
Vaughan-Cervantes Pvt. Ltd.,Finance,Brazil,LLaMA,2023,14790,7,13759,21.5,"AI helped me reduce repetitive tasks, but learning curve was steep. Overall, it's a big shift."
Calderon-Jones Pvt. Ltd.,Legal Services,Germany,ChatGPT,2022,7813,13,18901,26.2,Our workflows have improved drastically with generative AI. Managers were initially skeptical.
"Bowen, Harvey and Young Pvt. Ltd.",Finance,Canada,Groq,2023,19349,4,19162,14.2,"We now finish tasks faster, but some older employees are struggling. Internal newsletters now highlight AI use cases."
Walton-Brown Pvt. Ltd.,Retail,France,Gemini,2022,16272,16,23296,8.3,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
"Pace, Stephens and Garcia Pvt. Ltd.",Education,UAE,Groq,2024,10828,24,4474,16.1,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
"Daniels, Foster and Moss Pvt. Ltd.",Manufacturing,UAE,Claude,2023,7404,25,1200,19.6,"Job roles have shifted a lot, which is both good and scary. Overall, it's a big shift."
"Conner, Pittman and Henry Pvt. Ltd.",Legal Services,USA,Groq,2022,1293,5,11518,32.7,"Job roles have shifted a lot, which is both good and scary. My team adapted faster than others."
Blackwell-Morris Pvt. Ltd.,Education,UK,Claude,2023,19466,10,4798,9.1,There's concern that AI will replace some of us soon. It changed how we communicate internally.
Gonzalez-Clark Pvt. Ltd.,Transportation,Canada,Mixtral,2023,17380,23,19479,32.9,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
Hensley and Sons Pvt. Ltd.,Defense,Singapore,Mixtral,2023,15536,24,18198,17.5,New roles are exciting; transition was smoother than expected. Internal newsletters now highlight AI use cases.
Gutierrez-Williams Pvt. Ltd.,Technology,Japan,LLaMA,2022,18418,29,1628,17.0,I love using AI—it makes my job easier and more fun. It changed how we communicate internally.
Obrien-Williams Pvt. Ltd.,Entertainment,Australia,ChatGPT,2022,11244,30,3534,5.4,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
"Brown, Morales and Gonzalez Pvt. Ltd.",Utilities,Switzerland,Claude,2022,17576,2,1132,10.4,"Productivity increased, but there's anxiety about job security. Managers were initially skeptical."
"Gonzalez, Bishop and Howell Pvt. Ltd.",Transportation,Brazil,Groq,2023,11197,4,3793,7.9,Collaboration improved; documentation and meetings are more efficient. Internal newsletters now highlight AI use cases.
Aguilar-Perry Pvt. Ltd.,Healthcare,Germany,LLaMA,2023,1654,3,23653,6.7,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
Williams-Boyd Pvt. Ltd.,Manufacturing,Japan,Groq,2022,10720,21,10993,27.8,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
Garrett Group Pvt. Ltd.,Finance,Canada,Groq,2022,4776,6,7346,12.2,"AI helped me reduce repetitive tasks, but learning curve was steep. Job rotations have increased."
"Smith, Cooper and Sandoval Pvt. Ltd.",Telecom,Germany,Gemini,2024,1460,9,19756,6.6,"Job roles have shifted a lot, which is both good and scary. Monthly town halls discuss the AI rollout."
"Jacobs, Hanson and Gamble Pvt. Ltd.",Manufacturing,France,ChatGPT,2022,1444,30,1336,34.8,"We now finish tasks faster, but some older employees are struggling. HR hosted webinars weekly."
Morris PLC Pvt. Ltd.,Legal Services,Canada,Groq,2022,12566,20,11010,8.7,"AI helped me reduce repetitive tasks, but learning curve was steep. Job rotations have increased."
Rios-Oconnell Pvt. Ltd.,Utilities,Germany,Gemini,2024,2094,4,16604,12.6,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
Roberts-Weaver Pvt. Ltd.,Manufacturing,Japan,Claude,2024,726,6,15074,10.3,"We now finish tasks faster, but some older employees are struggling. Monthly town halls discuss the AI rollout."
Brown-Macdonald Pvt. Ltd.,Finance,India,Mixtral,2023,9186,26,16577,11.5,New roles are exciting; transition was smoother than expected. Some departments feel left behind.
"Gardner, Meyers and Chambers Pvt. Ltd.",Finance,Japan,Groq,2023,13953,19,8009,10.1,"There's concern that AI will replace some of us soon. Overall, it's a big shift."
Phillips-Bell Pvt. Ltd.,Telecom,Canada,Groq,2022,6531,6,3916,21.1,"Collaboration improved; documentation and meetings are more efficient. Overall, it's a big shift."
"Leon, Fox and Stevens Pvt. Ltd.",Healthcare,South Korea,Groq,2023,2914,21,21304,22.7,"Collaboration improved; documentation and meetings are more efficient. Overall, it's a big shift."
"Weaver, Mata and Rivera Pvt. Ltd.",Defense,UK,LLaMA,2023,7662,14,10719,31.5,"We now finish tasks faster, but some older employees are struggling. Clients now expect faster results due to AI use."
"Rosales, Hernandez and Juarez Pvt. Ltd.",Healthcare,South Africa,Groq,2022,2819,30,11968,14.0,Collaboration improved; documentation and meetings are more efficient. HR hosted webinars weekly.
"Stein, Pacheco and Lynch Pvt. Ltd.",Finance,India,Claude,2022,7493,20,14289,12.6,"AI helped me reduce repetitive tasks, but learning curve was steep. Job rotations have increased."
"Wright, Hughes and Carpenter Pvt. Ltd.",Retail,Australia,Gemini,2023,11412,3,6141,24.2,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
"Wise, Griffin and Leonard Pvt. Ltd.",Hospitality,South Korea,Groq,2023,2594,5,5739,17.2,There's concern that AI will replace some of us soon. Job rotations have increased.
"Thomas, Goodman and Davis Pvt. Ltd.",Education,USA,Groq,2024,3569,19,11877,33.1,"Job roles have shifted a lot, which is both good and scary. Monthly town halls discuss the AI rollout."
"Mclean, Walters and Vazquez Pvt. Ltd.",Legal Services,France,ChatGPT,2023,12583,11,18226,23.5,"Mixed responses—management excited, staff feel uncertain. Monthly town halls discuss the AI rollout."
Bishop-Lawson Pvt. Ltd.,Legal Services,Singapore,Claude,2024,1182,12,22250,26.7,"Productivity increased, but there's anxiety about job security. Managers were initially skeptical."
"Ward, Griffin and Brown Pvt. Ltd.",Education,UK,ChatGPT,2024,11877,4,17752,9.1,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
Rogers-Harmon Pvt. Ltd.,Hospitality,Australia,LLaMA,2022,17304,12,20888,26.1,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
Green-Carney Pvt. Ltd.,Utilities,UK,ChatGPT,2024,3452,30,5066,10.6,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
"Ramsey, Higgins and Perez Pvt. Ltd.",Telecom,South Africa,Claude,2023,13334,18,11077,25.3,There's concern that AI will replace some of us soon. Job rotations have increased.
Martinez-Mayo Pvt. Ltd.,Utilities,Switzerland,Gemini,2022,3599,21,6511,9.5,"Mixed responses—management excited, staff feel uncertain. Internal newsletters now highlight AI use cases."
Owens-Ortega Pvt. Ltd.,Finance,Japan,Mixtral,2024,7309,17,10943,8.4,"Mixed responses—management excited, staff feel uncertain. Overall, it's a big shift."
"Butler, Callahan and Wilson Pvt. Ltd.",Finance,USA,Mixtral,2022,982,19,15489,27.1,"We now finish tasks faster, but some older employees are struggling. HR hosted webinars weekly."
"Robinson, Cox and Garcia Pvt. Ltd.",Retail,Japan,Mixtral,2022,9045,19,9626,23.1,I love using AI—it makes my job easier and more fun. It changed how we communicate internally.
